*а:	a, и, же, но, как только, чтобы, напротив, да;
*bаkul'а/*bаkъl'а:	первый слой древесины (особенно у дуба) непосредственно под корой около трех пальцев в толщину, заболонь, шишка, нарост, желвак, толстая кривая палка, прыщ, пузырь, выстроганная палочка для веретена, чурка, чурбан, большой камень, островок, колышек (деталь саней), озеро, речной проток, проран в плавне в камышах, глубокая яма в реке пруде, грязный наполненный водою ухаб на дороге, выбоина, ложбина посредине которой лужа, яма, канава, ухаб, большой овраг, залив, губа, лужа, заязь, заязок в проточной воде перед плотиною, от напора льда, рытвина на летней дороге, глухой заливец или ковш, колдобина, ямина которая наливается водой по весне и остается как бы озерком, глубокая зажора по дороге в распутицу, яма наполненная водою, заболоченная мокрая равнина, дубина, палка, нерасторопная женщина, изгиб реки, глубокое тихое место в реке, заводь, яма вырытая водой во время весеннего разлива, дубинка, толстый обрубок дерева, толстяк;
*ba(d)la?:	ворожбит;
*balagovati:	говорить неясно, бормотать, тратить время впустую;
*balaguriti:	балагурить, говорить (весело, забавно, пересыпая речь шутками, остротами), вести пустую беседу, балагур;
*balakati:	плескаться (играя в воде), болтать (что угодно), говорить (небылицы), вносить смуту, смущать, балакать, шутливо разговаривать (о том, о сем, без цели, без плана), калякать;
*balamǫta/*balamǫtъ:	тот кто морочит голову людям, смятение, беспорядок, смута, неприятность, баламут (беспокойный, производящий тревогу, смуту человек), вздорный болтун, сплетник, смутьян, пустой человек, возмутитель, нарушитель душевного покоя, обольститель, знахарь, непостоянный, пустой и болтливый человек;
*balamǫtiti:	вводить в заблуждение, обманывать, лгать, сбивать с толку, сеять смуту, ложные слухи, мутить, баламутить, делать мутной чистую воду, производить несогласие, раздор, темнить, возмущать, смущать, нарушать покой, будоражить, лежать под паром, не возделываться;
*balamǫtьnъjь:	лживый, обманчивый, баламутный, болтающий пустяки, любящий сплетни, сбивающий с толку, мутный, нечистый (о жидкостях), непокойный, тревожащий;
*bаlаmъčь, *bаlаmъčьnъjь:	балмошь, дурь, сумасбродство, безрассудство, бестолочь, обман, балмошный, дикий, несуразный по своим выходкам, эксцентричный, дурачиться, тревожить, будоражить, беспокоить, прихоти;
*baliti/*ba(d)liti?:	шутить, проказничать, болтать, разговаривать, болтать;
*ba(d)lovati(sę):	лечить, заниматься, увлекаться, мешать кому-либо в работе, болтать, нести вздор, обращаться, обходиться, баловать, потворствовать прихотям, капризам, шалить, ласкать, снисходительно обращаться, смеяться, быть опытным в чем, развлекаться, добиваться своего;
*balovina?:	ковыль, тенистое карасевое озеро;
*ba(d)loviti?:	говорить вздор, глупости, парить в печке;
*ba(d)lunъ:	шалун, баловник, баловень, избалованный человек, рассеянный, невнимательный человек, лентяй;
*bаlъkа:	ковыль, маленькое озеро в долине, сухой овраг в степи, балка, впадина на дне реки, камыш, долина, ложбина, длинный и широкий овраг в степи, овраг в лесу, низменная местность, лужа, мокрое место между взгорьями;
*ba(d)ly:	россказни, пустой, забавный разговор, шутки, веселье, остроты, болтовня, разговоры;
*ba(d)lьji:	врачеватель, врач, исцелитель, спаситель (о Христе);
*ba(d)lьstvo:	лекарство, лечение;
*ban'a:	баня (специальное помещение, где моются и парятся), купанье, купальня, ванная, ванна, минеральный (целебный) источник, корыто, купол башни, небосвод, круглая крышка, круглый (пузатый, выпуклый) сосуд, осиное гнездо, шахта, копь, купол, жбан, кувшин, все округлое, тыква, вообще все пузатое, брюхастый сосуд, чаша для воды, большой молочник, все выпуклое, мытье в бане, шар, мыльный пузырь, котел, солеварня, каменоломня;
*bаnъkа/*bаnька:	сосуд которым черпают воду, плоская посудина для жидкости, пузатый сосуд, небольшой купол, маленькая посуда, глиняный пузатый сосуд для питьевой воды, кувшинчик, пузырек, банка (стеклянный или металлический сосуд преимущественно цилиндрической формы), мелкая но широкая деревянная бадья для продажи живой рыбы, коробка, железное кольцо скрепляющее косу и косовище, металлические пустые внутри цилиндры привязанные к верхней тетиве плавной лоховой сети, глиняная посуда с узким горлом для жидкости, пузырь на воде;
*bаnьskъ(jь):	банный, минеральный, водолечебный, шахтный, горнодобывающий;
*bаrа:	речка, поток, стоячая вода, лужа, маленький поток, маленькая речка, маленький источник крытый и огражденный камнем, луг, болото, топь, большое болото, грязь, скоп грязной воды, выемка с водой, возвышенность в общем значении, яр, обрыв;
*baranica:	баранья шапка, овца, матка, овечья шкура, овчина, штаны из овчины, выделанная баранья шкура, баранья полость, полость из овчины, овчина для укутывания ног зимою в дороге;
*baranina/*boranina:	баранина, запах барана, мясо (барана или овцы), баранье мясо;
*baranovъ(jь):	бараний;
*bаrаnъ:	(черно-белый) козел, (шерстный) баран, дурак, железная тяпка, название сорта яблок, приспособление для переноски травы, сережки на иве, самец овцы, тяжелая колотушка, баба, овечка, ягнёнок, овечий самец, стенобитное орудие, таран, толстый брус, тонкий сорт бараньей кожи, нестриженая баранья шкура, шуба из овчины, праздник молотьбы, название кушанья (печенье), гребень морской волны, птица бекас, военная осадная машина, овца, легкомысленный человек;
*bаrаnьсь:	молодой баран, растение плаун, чабрец, богородская трава, крапива, бекас;
*baranьjь:	бараний, овечий, сделанный из шкуры барана, относящийся к барану, приготовленный из баранины;
*barati:	трогать, касаться, искать, спрашивать, работать, просить, требовать, рыться, шарить, щупать, ломать, пронзать, сражаться;
*barina:	lacuna (впадина?), трещина, щель, топь, (сырое) болотистое место;
*barišče:	большая лужа, болотистое место, болото;
*baruga/*barǫga?:	поток, лужа, низкий источник обложенный камнями, (маленький) водоворот, русло по которому вода бежит от плотины на мельницу, омут куда больше всего собирается рыбы;
*baruxati?:	мять, комкать;
*bаrъ:	болото, место непригодное для хозяйственных целей, глубокое место в море где останавливается пароход, мокрое место между холмами;
*barьje:	поле под водой, болото, топь;
*bаrьnъ:	болотный, болотистый;
*barьskъjь:	болотистый;
*basati:	бить, шлепать, ударять, сильно ударить, страдать, мучиться, идти не глядя, есть, напихивать, набивать, украсть, резать (крупными кусками), рубить;
*basiti:	занимать кого-либо разговорами, россказнями, толковать, калякать, болтать, заговаривать, лечиться;
*basnica:	сказочница, сказительница;
*basnikъ:	поэт, знахарь, шептун, колдун;
*basnь:	сказка, выдумка, басня, ложь, заговор, заклинание (против болезни), вымысел, стихотворение, поэма, (небольшой нравоучительный) рассказ, небылица, обаяние, предание;
*basъkъjь:	красивый, нарядный, прекрасный, хороший, говорливый, речистый, бойкий на разговор, ретивый, рьяный, резвый (о коне);
*bata/*bat'a/*batja:	старший брат, отец, кум, друг, приятель, свекор, деверь, пожилой человек, милый, братец, маленький коренастый парень, сестрица, известный немолодой человек, дядя, батя, священник, дед, крестный отец, тесть, почтительное или ласковое обращение к старшему по возрасту, батюшка, батька, духовный отец, почтительное приветствие пожилому человеку;
*batati:	бить, колотить, бить по воде багром или батаухой для того чтобы испугать рыбу и загнать ее в сети, искать (бегая), бегать для розысков, наносить вред;
*batica:	третья часть молотильного цепа, толстый конец цепа, дубинка;
*batikъ:	короткое древко цепа, палка с утолщением на одном конце использующаяся для разных целей, часть цепа ударяющая по снопам, било;
*batina:	палка, удар палкой, дубинка, колотушка, точный удар;
*batiti(sę):	отскакивать, бить назад (например о ружье дающем отдачу), издавать глухой звук от удара, бить, стучать, лгать;
*batjina:	отцовское наследство, отчизна, родовое имущество, наследство, родной край, родные места;
*batjinъ:	отцовский, отеческий, братец;
*batogъ:	батог, палка, сушеная рыба, плетка, дорожная заплечная котомка, здоровенная дубина, битье палкой, бич, плеть, батог, трость, простая из лесного дерева палка, бильная (бьющая, короткая) часть цепа, посох, хворостина, било, долгий (большой) кнут на длинном кнутовище, вообще рычаг, толстая длинная палка, часть ткацкого станка, палка у молотила, планка, растение, усы (у огурцов, дынь), кол;
*batoriti:	шуршать, шуметь, лепетать (о ребенке, начинающем говорить), разговаривать, беседовать, будить;
*batъ:	стрела у весов, дубина, колотушка, палка, определенная мера земли, жезл, (деревянный) молоток, кнут, полый железный конус на длинном шесте которым ударяют по воде во время рыбной ловли чтобы испугать рыбу; прут, долбленое сосновое или осиновое корыто с прибитыми по бокам для устойчивости бревнами, лодка (обычно небольших размеров) выдолбленная из толстого дерева (целого ствола), однодеревка, два (иногда три) соединенных вместе долбленых корыта или колоды использующиеся вместо лодки, парома, батог;
*bava:	довольство, забава, игрушки, достаток, обилие, разговор, беседа (долгая), потеха;
*bavežь:	промедление, задержка;
*baviti(sę):	медлить, задерживать (кого-нибудь), забавлять, мешать кому-нибудь, задерживаться (дольше на одном месте), терять время, оставаться, оттягивать, тянуть, опаздывать, заниматься, развлекать, интересовать, отнимать время, коротать время, развлекаться, мешать в работе, забавляться, пребывать, занимать, мешкать, делать что-нибудь не скоро, говорить, с трудом обходиться, кое-как перебиваться, проводить время, увлекаться, забавлять, удерживать, задерживать, замедлять, тратить, пройти, миновать, играть, тешить;
*bavǫtъka:	прибаутка, побасенка, присказка;
*bavьnъ(jь):	медленный, занимательный;
*bazaniti?:	говорить напыщенно, свысока, иногда употребляется в значении лести, сильно кричать, кричать, плакать (с криком), стрекотать, перебивать чужую речь, хвастать, реветь, горланить, кричать, громко петь, буянить, шуметь, стучать, громко лаять, мычать;
*baziti:	громко кричать, плакать, ругаться;
*bazliti:	реветь, кричать, врать;
*bazlo:	крикун, горло, широкое горло, глотка, врун, обманщик, злой человек, бранно о стариках;
*bazovъjь:	бузинный;
*bazuriti:	жить обманом, плутовать;
*bazъ:	бузина, сирень, собачья бузина;
*bažati:	жаждать, (очень) хотеть чего-нибудь, (сильно, пламенно) желать, иметь склонность, (искренно, сердечно) любить, ласкать, усиленно просить, ублажать;
*bažina:	очень сырая местность, болотистая местность, растение;
*bažiti:	сильно желать, много и жадно есть, очень хотеть, стремиться, по поверью с помощью колдовства насылать несчастья на других, ласкать, лелеять, жаждать;
*bažǫtъka:	желанный, милая, милый, любимец, голубчик (о ребенке);
*bеbrĕnъ:	бобровый;
*bebrina:	мясо бобра;
*bebrovьna:	жилище бобра;
*bеbrъ:	бобр, бобровый мех;
*bеbrъkъ:	маленький бобр, бобренок;
*bečati:	мычать, кричать, блеять (об овцах, овце, козе), хныкать, плакать, мекать, блеять;
*bedra:	бедро, ляжка, пах, поножи, верхняя часть лядвеи, верхняя половина всей ноги, часть от таза до колена, лядвея;
*bedratъ(jь):	широкобедрый, с большими ляжками, с развитыми бедрами;
*bedrenica/*bedrьnica:	бедренная кость, болезнь крупного рогатого скота, свиней, бок чего-либо (кровати, ткацкого станка), растение бедренец ,кривая деревянная часть седла сзади, прострел;
*bedrenikъ/*bedrьnikъ:	растение бедренец, болезнь, гусиная лапка;
*bedrenьcь/*bedrьnьcь:	растение бедренец (лекарственное степное растение);
*bedrica:	сбитый хлопок раскатанный тонкой и длинной прядью для прядения, бедро, окорок, синяк, кровоподтек от удара на теле, растение бедренец, сорт яблок;
*bedrika:	сорт (сладких и твердых) яблок, яблоко средней величины;
*bedro:	бедро, ляжка, поясница, чресла, бедренная кость, ребро, часть ноги человека или животного от таза до колена, верхняя часть ноги;
*bedrunъka/*bedrunica/*bedrenъka/*bedronъka:	божья коровка, личинка майского жука;
*bedrьce:	ляжочка, бедро, ляжка, голень, берце, берцо, кусок холста служащий для обертывания голеней ног;
*bеdrьnъ(jь) I/*bedrenъjь:	бедренный;
*bedrьnъ II?:	богатый, обильный;
*beka?:	растения осока, чистец, растение с мелкими мясистыми листиками и звездчатыми желтыми цветочками стелющееся по скалам и каменным стенам, вид ивы, растение бековина;
*bekati:	блеять (об овцах), болтать, невнятно бормотать, рявкать, мямлить, кричать (по-козьи, по-овечьи), реветь (о детях);
*beknǫti:	заблеять, проблеять, рявкнуть;
*bekotъ:	блеянье (о мелкой скотине, овец), мычанье (телят), плач;
*belbeniti/*belbeliti:	без умолку молоть, беспрестанно говорить пустяки, не умолкая болтать, много говорить о пустяках, болтать, баять;
*bеlbеnь?/*bеlbеlь:	возвышенное и открытое место, глубокое место в воде, открытая или опустошенная местность без построек и растительности, очень холодный ветер, незаросший, голый бугор, пустошь, глубина;
*belbetati:	болтать, говорить невнятно, невнятно бормотать, лепетать, мямлить, болтать пустяки;
*bel'ati?/*bĕl'ati?:	прихрамывать, ковылять, хромать;
*belnika:	белена, растение белена черная;
*belnovati:	отравиться беленой, предаваться мечтам, грезить, мечтать, болтать;
*bеlnъ/*bеlеnа:	греза, мечта (несбыточная), мечты, белена (ядовитое растение семейства пасленовых), дурак, болван, говорить во сне, бредить, болтать, порочное вожделение, горечь;
*bеlnь:	белена;
*bеrаčь:	тот кто берет, собиратель, сборщик урожая (винограда, кукурузы), сборщик;
*berčina:	вид рябины;
*berdja:	беременная (о животных, обычно о домашних животных, о самке четвероногого), стельная (о корове), жеребая (кобыла);
*berĕja:	женщина собирающая ягоды для домашнего употребления или для продажи;
*bergatъ:	гористый, имеющий берега;
*bergovitъjь:	холмистый, утесистый, обрывистый, стремнистый, гористый, возвышенный, имеющий берега;
*bergovъ(jь):	береговой, относящийся к берегу;
*bergt'i:	беречь, хранить, соблюдать, охранять, сохранять, предохранять, угощать, ухаживать;
*bergul'a/*bergulica:	вид ласточки, стриж, береговая ласточка, трясогузка;
*bergъ:	(высокий отвесный) берег (реки или моря над водою), земное возвышение, обрыв, скат, стремнина, утес, холм, (невысокая) гора, межа, край (земли у водной поверхности), склон (горы, оврага, долины), пристань, откос, бугор, вал, насыпь, куча, громада, около, кайма, возвышенность, пригорок, пропасть, неурожайная земля, взгорье, кромка, продольный край ткани;
*bergyni:	ряженая девушка пугающая ради шутки подруг;
*berica:	собирательница, сборщица;
*beridlo:	кошолка или корзинка с закрывающимся верхом для сбора крупных фруктов, зеленый корм собранный для скота;
*bеriхъ:	собиратель, сборщик;
*berka:	растение (разновидности рябины), боярышник кленолистный;
*berkоvьсь:	вид рябины, тутовое дерево;
*bеrkъ:	вид рябины, лесное дерево Pirus, берека, клен, явор, боярышник кленолистный;
*berkyni:	вид рябины, рябина, лесное дерево и его плод, ягода этого растения, красные ягоды лесного дерева определенного вида, само дерево, берека;
*berma:	деревянный сосуд для воды;
*bermenatъ(jь):	беременный, тяжелый, тяжкий, отягощенный, тяжело нагруженный;
*bermenitъ(jь):	беременная, тяжелый (например о колосе), беременный, отягощенный, обремененный;
*berme(no)noša:	носильщик, переносчик тяжестей;
*bermenьje:	тяжесть, груз, ноша, скарб;
*bermenьnъ(jь):	обремененный, беременная, чреватый, отягощенный, тяжелый, гружоный, носящая в чреве младенца, вынашивающая в себе зародившегося младенца (о женщине);
*bermenьniса:	боченок, приспособленный для переноски и перевозки;
*bermę, род. п. -mene:	груз, бремя, забота, (тяжелая) ноша, тюк, (большая) охапка (сена, дров), вязанка (дров), тяжесть, беременная женщина, мера веса, связка, плод во чреве, узел, котомка, ярмо, сено сбитое граблями для подачи на воз или связанное в вязанку, обременение, наполненный чем-либо мешок перевязанный посередине для удобного ношения, неполный мешок зерна, обязанность доставки подвод, подводы;
*bermišče:	тяжесть;
*bermo:	ноша в обхват руками;
*bersta:	верхний (светлый) слой березовой коры (идущий на выгонку дегтя, выделку лаптей, корзинок и т.п.), кора вяза, береста, березовая кора;
*berstĕnъ(jь):	вязовый, берестовый, берестяной;
*berstika:	вид вяза, ива, название гриба;
*berstikъ:	вязовая роща;
*berstina:	вязовая роща, береста;
*bersto:	березовая кора, береста, письмо, бумага;
*berstovъ(jь):	вязовый, берестовый;
*berstъ:	берест, вяз , вид вяза, бук, дерево, береста, верхняя кора березы годная для гонки дегтя, берестяной поплавок в сетевых рыболовных снастях;
*berstь:	дерево вяз, народное название береста-карагача;
*berstьje:	вязы, вязовый лес;
*bеrь:	сбор;
*bеrьbа:	сбор (урожая, винограда), уборка, время уборки (плодов), время сбора урожая;
*bеrьса:	тот кто берет;
*bеrьсь:	собиратель, сборщик (налогов);
*berьka/*berika:	березовый и кленовый сок, березовый сок собираемый весной и идущий на приготовление кваса;
*berьnа:	c6op (средств), собирание, название меры, сборы в пользу короля, королевская подать;
*berьnъjь:	принятый, имеющий хождение (о деньгах), жадный, заманчивый, емкий, пассивный;
*berza:	береза, лиственное дерево из группы сережчатых большею частью с белой корой и сердцевидными листьями;
*berzavъjь?:	корова у которой спина и живот белые а остальное красное или черное, белопестрый (о волах, о корове), пеструха (о корове);
*berzdьna:	борозда, проход в винограднике, след;
*berzica:	береза, растение метлица, названия пестрых животных, березка, березовый прут, березовый сок;
*berzika:	береза;
*berzikъ:	березовый лес;
*berzina:	береза, древесина березы, березовый лес, группа берез, березовая роща, березовые заросли, в березняке, срезанные березовые ветви, (срезанные) ветки березы, березовая палка, березовый прут, березовое дерево, березовая ветка, розга, березняк;
*berzinъ(jь):	березовый;
*berzovica:	березовая палка, дубинка, вид ядовитого гриба, березовый сока, нацеживаемый весною березовый сок который перебродив образует сладковатый напиток;
*berzovikъ:	березовый лес, гриб березовик, птица вальдшнеп (водящийся в березовых лесах), березовая роща, березовый сок, гриб опенок, майский жук;
*berzovina:	древесина березы, березовая древесина, березовый лес, березовая роща;
*berzovъ(jь):	березовый;
*berzovъcь:	ствол березы, растение, березовый прут;
*berzovьje:	березы, березовая поросль, березовые ветки, березовые дрова;
*berzozolъ:	месяц апрель, месяц март;
*berzujь:	название пустоши;
*berzъ:	береза;
*berzъka:	березка, березовая кора, береза, молодая береза, вид береза малорослая;
*berzьje:	березы, березовый лес, березовая поросль, ветки березы, молодая поросль, березовая роща;
*berzьjь:	березовый, пестрая белая с красным или черным (о корове);
*berzьnikъ:	месяц март, чистый березовый лес, роща, березовый хворост, гриб;
*berzьnо:	ряд местных названий, поток близ Новгорода, топоним;
*berzьnъ/*berzьnь:	месяц апрель, месяц март, название домашних животных белопестрой масти, течка (у кошек), (детские) шалости;
*beržan(in)ъ:	прибрежный житель, жители берега, жители побережья;
*beržina:	холмистое место, крутизна, берег, холм, насыпь, побережье, склон, обрыв, возвышенность, горное сено, отмель идущая от берега в море, прибрежный луг, пожня, трава растущая на морском берегу, редкий лес вдоль берега реки, теплая вода, парное молоко, прибрежье, береговая трава, береговое сено;
*beržistъjь:	крутоберегий, бережистый, c высокими крутыми берегами, пролегающий в углублении как бы между двумя берегами;
*beržьсь:	холм, берег, бережок;
*beržьje:	берег, побережье;
*beržьkъ:	холмик, холм, склон, бережок, край рюмки, берег;
*beržьnъ(jь) I:	береговой, прибрежный, гористый, расположенный на берегу;
*beržьnъjь II:	бережный, осторожный, осмотрительный, бережливый, нерасточительный, тщательно охраняемый, оберегаемый, боязливый;
*besĕda:	(отдельное) слово, речь, (дружеский) разговор (в собрании, с кем-нибудь, преимущественно деловой или задушевный), беседа, язык, развлечение, рассказ, приятное общение с друзьями, пир, садовая беседка, общественное развлечение, общество (людей, гостей), компания, седалище, место сиденья, слова, собрание, скамейка, деревенская вечеринка, посиделка, вечернее собрание молодежи в доме с работой или только для увеселения, пирушка, договор между родителями жениха и невесты о браке, сговор, свадьба, все участники свадьбы, группа пожилых крестьян собравшихся посидеть поговорить на завалинке перед избой или на траве, сидение в гостях без приглашения, толпа, прием, сиденья для ямщика в телеге, место для сидения, постройка в виде галереи со столом и скамейками, общественная изба для крестьянской работы, компанейское веселье с угощением;
*besĕditi:	обсуждать, (авторитетно) разговаривать (с кем-нибудь), говорить (речь), держать речь;
*besĕdovati:	разговаривать, говорить (с кем, к кому), беседовать, вести непринужденный разговор, читать нравоучения, держать речь, (совместно) развлекаться, беседовать, пировать, вкушать удовольствие, жировать (о диких животных), вести с кем-либо деловой или задушевный разговор, принимать участие в посиделках, беседе, сидеть, быть в гостях, проводить время без работы, произносить;
*besĕdunъ:	болтун;
*besĕdъ/*besĕdь:	беседа;
*besĕdъka:	беседка (садовая), общественное развлечение, беседа, крыльцо, веранда, разговор, доска на которой сидят у ворот (в сенях, в лодке и т. п.), козлы (для ямщика), сиденье кучера на телеге, скамья, сидение в лодке, лавка для гребцов в большой днепровской лодке называемой дуб;
*besĕdъlivъ:	разговорчивый, говорливый, болтливый, бранчливый, вздорный, словоохотливый;
*bеz(ъ):	без, через, среди, между, кроме, за исключением, за неимением, кроме, не считая, помимо;
*bezapьnъjь:	неожиданный;
*bеzbirъ:	Bezbir (имя);
*bezbokъjь:	не имеющий боков, выпуклостей, безбокий, у кого или у чего бока впалые или нет одного бока, однобокий, кривобокий, не имеющий бока;
*bezbordъ(jь):	безбородый, не имеющий бороды;
*bezbordьnъ(jь):	безбородый, голобородый;
*bezbr'uxъjь:	не имеющий живота, безбрюхий, тощий, у кого живот мал (плоский или впалый);
*bezbrъvъjь:	безбровый, у кого нет бровей или они очень жидки;
*bezčelьnъjь:	бесстыжий, наглый, безлобый;
*bezčędьnъ(jь)/*bezčędьna(ja):	бездетный, бесплодный, бездетная;
*bezčęstьnъjь:	несчастный, кому нет части (доли, удела);
*bezčьstьnъ(jь):	бесчестный, нечестный, обесчещенный, постыдный, позорный, нарушающий требования чести, недобросовестный;
*bezdarъ:	В(i)ezdar (имя);
*bezdĕdъ:	Bezdĕd (имя);
*bezdĕdjь:	Bezdĕz (название);
*bezdĕtъ:	бездетный;
*bezdĕtьnъ(jь):	бездетный, не имеющий детей;
*bezdobь:	напрасно, безвременно, бесполезный, напрасный;
*bezdolьje:	невзгода, беда, горе, несчастье, продолжительное бедствие, безвременье, плохая судьба, бездолье;
*bezdolьnъjь:	несчастливый, бездольный, бедный, бедовик, несчастливец, человек которому не выпало доли (части, счастья), несчастный, обездоленный, горемычный, бесталанный;
*bezdomovъjь:	безродный, бездомный, плохой хозяин не имеющий своего хозяйства;
*bezdomovьnъ(jь):	бездомный, безродный, бесхозяйственный;
*bezdomъ(jь):	несчастный, злополучный дом, дом без главы семейства, бездомный;
*bezdomьnъ(jь):	бездомный, безродный, неоседлый, бесприютный, бедный, не имеющий жилища (своей семьи, пристанища), одинокий;
*bezdoržica:	распутица, бездорожье, место где нет дороги;
*bezdoržь:	бездорожье, распутица;
*bezdoržьje:	бездорожье, плохая едва проезжая дорога (от распутицы, грязи), время распутицы (дождей, грязи, по весне и по осени), распутица, отсутствие дороги;
*bezdrъvъ:	Biezdrew (имя);
*bezduxъ(jь):	бездушный, бездыханный, неумный, запыхавшийся, мертвый, бессмысленный, не имеющий запаха, малодушный;
*bezdušьnъ(jь):	без души, безжизненный, мертвый, бездушный, бессердечный, бездыханный, неодушевленный, умерший или убитый, бесчувственный к страданиям ближних, дающий мало тепла (о дровах, печах), не издающий запаха, малосильный, слабый, глупый, отличающийся малой физической силой, слабый (о человеке или животном), малопитательный, не сытный;
*bezdъbna:	(глубокая бездонная) пропасть, бездна, глубина (очень большая, кажущаяся неизмеримой, не имеющей дна), запущенное поле, дурное неудобное место, непроходимые места, дикие незаселенные места, глубокая яма, лужа вообще (хоть и неглубокая), топкое болото;
*bezdъbnica:	бездонная яма, бездна, (непроходимое) болото (покрытое болотной растительностью), яма (для картофеля, репы), жалкая лачуга, темница, колодец, о котором рассказывали что он не имеет дна, пропасть, растение семейства зонтичных;
*bezdъbno:	пропасть, бездна;
*bezdъbnъ:	бездна, очень глубокое место в воде, расселина, дыра, яма, стык между досками в полу, пропасть, глубина;
*bezdъbnъ(jь):	бездонный, очень глубокий;
*bezdъbnь:	бездна, пропасть, стык, глубина, пучина;
*bezdъbnьje:	бездна, непроходимое болото, пропасть;
*bezdъbnьnъ(jь):	бездонный, очень глубокий, у чего нет дна, весьма глубокий, ничем не наполнимый, не имеющий дна (о посуде);
*bezdъždžь:	продолжительное отсутствие дождя, засуха, сорная трава при плохих всходах (хлебов) от засухи, трещины в земле от засухи;
*bezdъždžьje:	бездождие, засуха, (продолжительное) отсутствие дождя, сушь, сорная трава при плохих всходах от засухи, трещины в земле от засухи, бездождье, бездождица;
*bezdъždžьnъ(jь):	бездождный, недождливый, сухой, засушливый, не содержащий в себе, не приносящий дождя, лишенный дождей;
*bezgluzdica:	бессмыслица, нелепость, несуразица, чепуха, галиматья;
*bezgluzdъjь:	безглуздый, бессмысленный, бестолковый, безмозглый, несуразный, глупый, нелепый;
*bezgluzdьje:	бестолковость, глупость, непонятливость, бессмыслица, нелепость, несуразность, несуразица, несообразность, безрассудство;
*bezgoda:	безгода, беда, несчастье, невзгодье, неудача, бесталанность в жизни, бедствие, невзгода, безгоды, безвременно;
*bezgodьje:	неугодное время, неблагоприятное время или положение, безгодье, неурожай, непогода, ненастье;
*bezgodьnъ(jь):	несвоевременный, неугодный, безвременный, безгодный, преждевременный, проживший очень много лет, очень старый, малолетний;
*bezgolsъ(jь):	молчание, безмолвие, безгласный, тихий, немой, безголосый, у кого нет голоса (вовсе, певчего) или голос слабый, невнятный;
*bezgolsьnъ(j):	не подающий голоса, немой, тихий, безгласный, безмолвный, беззвучный, безголосый;
*bezgolvъ(jь):	безголовый, растерянный, смущенный, без головы, безрассудный, помешанный, безмозглый, беспомощный, лишенный головы, обезглавленный, лишенный здравого смысла, глупый, тупой, не имеющий головы, безумный, бессмысленный;
*bezgolvьnь(jь):	безголовый, без головы, без главы (семья, дом), безголовное (дело), уголовный;
*bezgǫbъjь:	безустый, безмолвный, безгубый, не имеющий губ;
*bezgǫzъjь:	безгузый, бесхвостый (о птицах);
*bezgrivъ(jь):	без гривы, безгривый, не имеющий вовсе гривы или весьма малую;
*bezgrivьnъ:	безгривый, без гривы;
*bezxvostъjь:	бесхвостый, не имеющий хвоста, о животном, куцый;
*bezimenьnъ(jь):	безымянный, безыменный, безымённый, безымянный, кому или чему не дано имени (названия, клички);
*bezkorenьnъjь:	не имеющий корней (корня);
*bezkorъjь:	не имеющий (лишенный) коры, бескорый;
*bezkostĕnъ:	бескостный;
*bezkostъjь:	бескостный, в ком или в чем нет костей, не имеющий костей;
*bezkostьnъjь:	бескостный, в ком или в чем нет костей;
*bezkridlъ(jь):	бескрылый, не имеющий крыльев;
*bezkridlьnъ(jь):	бескрылый, бескрыльный, у кого или у чего нет крыльев;
*bеzkrъvъjь:	бескровный, безжизненный, мертвый;
*bеzkrъvьnъ(jь):	бескровный, обескровленный, малокровный, бледный, в чем или в ком нет крови или ее мало, совершаемый без пролития крови, у кого нет близкого родства, родных, одинокий, безродный;
*bezlĕsъjь:	безлесный, безлесый, оголенный, не поросший лесом, голый, голопочвенный;
*bezlĕsьje:	безлесье, отсутствие лесов, безлесное место;
*bezlĕsьnъjь:	безлесный, оголенный, не поросший лесом, голый, голопочвенный;
*bezlĕtьje:	безлетье, несчастье, невзгода;
*bezlĕtьnъjь:	безвременный, вечный, мгновенный;
*bezlędvъjь:	безлядвый, ленивый, непроворный;
*bezlistъ(jь):	безлистный, не имеющий или лишенный листьев, безлиственный, безлистый;
*bezlistьnъ(jь):	безлистный, (о деревьях) обнаженный от листьев;
*bezl'udica:	безлюдица, отсутствие (недостаток) людей;
*bezl'udьje:	безлюдная местность, незаселенное (уединенное, отдаленное, глухое) место, безлюдье, отсутствие (недостаток) людей, малонаселенность, пустота, люди негодные (обычно по возрасту) для работы, плохой (глупый, непонятливый бестолковый, безалаберный) человек;
*bezl'udьnъ(jь):	безлюдный, обезлюдевший, опустевший, ненаселенный, малолюдный, малонаселенный, необитаемый;
*bezmirь:	Bezmir (название деревни);
*bezmozgъjь:	безмозглый, глупый, тупой, безмозгий, не имеющий мозга или мозгов, безмозгатый, несообразительный;
*bezmъlvьjе:	безмолвность, безропотность, бесшумность, тишина, безмолвие;
*bezmъlvьnъ(jь):	безмолвный, спокойный, немой, покойный, тихий;
*bezmьzdьnъjь:	бескорыстный, безвозмездный, бесплатный;
*beznogъ(jь):	безногий, лишившийся (не имеющий) ног или ноги;
*beznosъ(jь):	безносый, у кого или у чего нет носа или носка, курносый, прозвище человека с маленьким носом, не имеющий носа;
*beznožьnъ:	безногий;
*bezobpašь:	В(i)ezopasz (имя);
*bezočitъ:	бесстыдный, бесстыжий;
*bezočivъ(jь):	бесстыдный, беззастенчивый, дерзкий, наглый, безочивый, безглазый;
